binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,outliers 1,informative_1,multicollinearity 1,duplicate_2,correlated w target 2,target,uniform corr 1,outliers 2,pd qcut3,random choice 7,random label num 12,corr_feature_class,multicollinearity 4,correlated w target 1,random choice 2,multicollinearity 2,uniform corr 2,pd qcut1,standard scaling,multicollinearity 3,min max scaling,class,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random label num 3_label num lo 2,random label num 3_label num lo 3,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
1,0.121,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.001,-0.7078739504981342,-0.9991017824896424,0.5755982491331509,-0.6638599972813359,4.385777402196981,-0.9042236742875387,0.11387790147210292,0.8685119904469607,0.243,0.406,0.554,-6.039675837854437,-0.885364298387529,1.646613796216763,0,0.19734600122644014,0.5062020444897453,1,60932.05924432023,-0.5077864334329547,397.3399508863881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.001,0.302,0.001,0.001,0.001,0.001,0.008,0.001,0.8660167812030776,1.2466861830450993,-3.05618363036676,1.153596854135379,-10.353472602941281,2.324369783092482,0.003861121940457213,1.8775068591173187,0.188,0.406,0.554,-6.039675837854437,-3.1500289545697777,4.997113894424716,0,-2.8694359591195,0.0005891562449195337,0,53784.7569146028,-0.3713796830579465,368.27166420611263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.003,0.007,0.001,0.001,0.001,0.286,0.001,0.015,0.566,-4.704682746147674,0.9627768269601935,-3.05618363036676,0.8593974662590766,-10.353472602941281,1.7782165547025084,0.003861121940457213,-3.3083547003423996,0.188,0.406,0.034,-0.5237380405387055,-3.1500289545697777,-0.13853085730794312,0,-2.8694359591195,0.0005891562449195337,0,52996.63274857251,0.5015056757782964,248.62559228734784,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.006,0.007,0.001,0.001,0.001,0.286,0.001,0.019,0.566,-0.5033617992924891,-2.9574409509433037,0.6214496247262252,2.0336452879154674,4.755623294369094,5.451234575139656,0.003861121940457213,-0.29340649308589195,0.185,0.406,0.554,-6.039675837854437,-3.1500289545697777,-0.6076631453910246,1,0.629919967567591,0.9979545022074522,0,59885.785171710355,-0.3401206884999672,359.3752759120689,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.121,0.001,0.001,0.001,0.001,0.286,0.001,0.014,0.566,-2.144819883451041,1.1411652716579705,-0.8822721855811371,1.05944863351561,-10.353472602941281,2.1539258469951807,0.7244457364748635,2.400008362948309,0.188,0.406,0.045,6.857204600774804,0.4981693060986732,2.4311468503061104,0,-0.7963208923095381,0.7986925101378897,0,51031.43023072742,-0.08991486866450546,276.2999566512673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.012,0.001,-0.6708809485389764,2.485477863898728,0.057483011909987516,2.399635889224372,4.082956380977602,4.626787069235546,0.003861121940457213,5.43517477845535,0.185,0.406,0.554,4.625058246488544,1.0854688212302979,8.721158421915591,0,-2.8694359591195,0.8300803939423298,0,53193.97384546562,0.8037549060742828,427.6898174859572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.225,0.001,0.7715238348206248,-0.6479636736717482,-3.05618363036676,-0.747560845179044,-1.711999426213994,-1.187224231921867,0.003861121940457213,-1.0459414090987043,0.19,0.406,0.554,-6.039675837854437,-3.1500289545697777,-8.392327048122707,0,0.12378671341852635,0.292406149543277,1,55324.103408881085,0.7931083726724227,227.79203264434025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.004,0.007,0.001,0.101,0.001,0.001,0.001,0.021,0.001,0.09042870479522051,-0.8922328125534437,-0.0561593742034405,-0.8182224427035356,0.4644415581196579,-1.266374292198878,0.003861121940457213,-0.508900291915831,0.19,0.406,0.037,-6.039675837854437,0.28548874422519904,2.200199600984016,0,-0.1021018321817406,0.0005891562449195337,0,56446.93144337692,-0.36174146675509855,159.374802894792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.013,0.001,0.001,0.001,0.001,0.001,0.011,0.566,-1.2232410567407737,-0.7273359834485558,-0.08989950326895998,-0.09154666780661158,-10.353472602941281,0.24111056261580832,0.003861121940457213,2.566297479192568,0.243,0.098,0.041,-1.4396126567300693,0.12900640291328289,2.832519102357168,0,-0.10851682675202692,0.4802953660596238,0,38325.912012905515,-0.5422117641783346,218.93413485289858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.005,0.001,0.001,0.001,0.001,0.002,0.225,0.001,1.2284295220011914,0.9753643211025785,0.33109996334084907,-1.8069333466532713,-1.1721844940922237,-3.935564389564147,0.6403227050466316,-0.4387986168190863,0.098,0.406,0.047,-0.061681787760507145,-0.6740531521025597,-1.971262004515733,1,-2.8694359591195,0.29556230864957816,1,58073.7679338429,-3.328355924444279,171.9834404104666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.01,0.001,0.302,0.001,0.001,0.286,0.001,0.019,0.001,0.03231621182175546,0.5210909070320509,0.13392938131369453,0.6640066001907508,5.0013529819243825,1.4902846231827178,0.5113666993623027,6.268391480930351,0.188,0.093,0.039,3.675737350499453,-0.5823153019092363,1.5479432664322519,1,-0.5857126623441319,0.7451888504637157,0,43133.13557232114,-0.607862310932226,437.2145452625522,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.015,0.004,0.001,0.001,0.001,0.001,0.001,0.018,0.001,-1.2320260220688195,1.298410809303382,-0.693166440234426,1.0453063757400651,-0.05432113183503451,2.077177886048961,0.003861121940457213,7.821233152699795,0.243,0.406,0.047,-6.039675837854437,1.9594980958373822,8.13118260699851,0,-1.103397448099019,0.8908258831136913,0,53634.74044308699,1.6470663861189803,334.9069194047073,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.009,0.001,0.001,0.001,0.001,0.001,0.002,0.014,0.566,0.4434996555169516,-0.6860766332166293,0.4691822567101427,-0.21730425574735168,-0.04512484424087031,-0.04039569818845051,0.003861121940457213,-3.3083547003423996,0.243,0.098,0.554,1.9648203972019846,-3.1500289545697777,-0.13745345326559574,0,-2.8694359591195,0.7478746671452116,1,45285.12780713142,0.34540708625917743,288.403347845221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.121,0.007,0.001,0.001,0.001,0.001,0.001,0.225,0.566,-0.033484528997380344,2.9251395877620867,1.3039646879280484,2.7119608896597107,8.073771734912713,5.165736554096395,0.003861121940457213,3.1848617489151674,0.185,0.104,0.041,6.676340061607654,0.6009607996470603,2.4431523507795525,0,0.515131803374586,0.7931900465437256,0,47068.68996196804,0.5356056232810197,241.92163362164823,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.007,0.003,0.302,0.001,0.001,0.001,0.001,0.01,0.566,-0.27005656882085727,1.882030027039841,0.5412600152616327,1.646367141258015,2.5877886892079736,3.1919319238247565,0.003861121940457213,-3.3083547003423996,0.243,0.406,0.554,-6.039675837854437,-3.1500289545697777,4.019428221066019,0,-2.8694359591195,0.5981149215827787,0,46889.104092676185,-0.1328654599963856,205.4933723218136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.009,0.001,0.302,0.001,0.001,0.001,0.001,0.014,0.001,2.2655852686085685,1.0198391116840506,0.6725367340003087,1.0474848470309324,-0.4752169818487566,2.16415341226954,0.5346201569252119,-3.3083547003423996,0.188,0.106,0.554,9.075167660675946,-0.8138362486250358,0.19369843334197612,0,-0.5060363731686998,0.0005891562449195337,0,57237.009051368834,-0.37694867336706783,275.61144917704814,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.009,0.002,0.001,0.001,0.001,0.286,0.001,0.015,0.001,1.116711874059824,-0.3714869425311782,1.2670102024109302,-0.8983006964065531,0.5329002747120346,-1.5917313144198164,0.019807159817183388,-3.3083547003423996,0.19,0.096,0.035,-6.039675837854437,-0.03553738478661141,0.8164473794240206,0,-2.8694359591195,0.0005891562449195337,1,55441.815445759064,-0.3530762446393505,177.27656842474485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.004,0.068,0.302,0.001,0.001,0.001,0.001,0.006,0.566,-3.366920698856173,-2.409975872086312,-3.05618363036676,1.5115778404585067,-10.353472602941281,4.171443967670781,0.003861121940457213,-3.3083547003423996,0.185,0.406,0.034,-6.039675837854437,0.9374957986326775,-0.6184009515391935,0,-2.8694359591195,0.7977356628390934,0,51726.23950456781,-3.328355924444279,319.25445775676553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
